Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-024847,2020-08,06/10/2020 06:35,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5873,HIGHLAND AVE,50, ,NORTH ALLEY OF 5873 HIGHLAND,5873,HIGHLAND,883314.3,1035508
20-024940,2020-08,06/10/2020 16:30,Y, , ,1, ,266400,6,PUBLIC ORDER-ANIMAL VIOLATION,5900,EMMA AVE,76, ,BLOCK/FROM REAR,5900,EMMA,890941.9,1045421
20-035801,2020-08,06/10/2020 21:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,929,S SKINKER BLVD,45, , ,929,SKINKER,876072,1019982
20-025014,2020-08,06/11/2020 03:45,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3622,PAGE BLVD,77, ,@EBONY MOTEL,3622,PAGE,897824.8,1024131
20-034900,2020-08,06/11/2020 10:11,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5631,HILLER PL,76, , ,5631,HILLER,890681.1,1046819
20-025332,2020-08,06/11/2020 22:00, , , ,-1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2851,GRAVOIS,24, ,: @QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,0,0
20-025274,2020-08,06/12/2020 12:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DE BALIVIERE AVE / DELMAR BLVD,47, , , , ,881776.6,1027034
20-025322,2020-08,06/12/2020 16:15,Y, , ,1, , 42011,5,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,5530,DELMAR BLVD,47,EQUILIBRIUM HOMES, ,5530,DELMAR,882920.8,1026745
20-036121,2020-08,06/12/2020 21:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2616,TENNESSEE AVE,25, ,GARAGE,2616,TENNESSEE,895215.9,1009992
20-025425,2020-08,06/12/2020 22:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4520,COTTAGE AVE,56, , ,4520,COTTAGE,892865.6,1030220
20-025630,2020-08,06/14/2020 13:20,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4949,DR MARTIN LUTHER KING DR,55, ,#1142069 / @DOLLAR GENERAL,4949,DR MARTIN LUTHER KING,888784.6,1030280
20-025794,2020-08,06/15/2020 12:29,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6121,ALABAMA AVE,1, , ,6100,ALABAMA,891070.8,993527.4
20-035840,2020-08,06/15/2020 16:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,219,CASS AVE,64, ,NUISANCE ABATEMENT PROPERTY,219,CASS,910262.1,1021899
20-025846,2020-08,06/15/2020 17:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5857,PAGE BLVD,78, , , , ,881704.4,1032214
20-033418,2020-08,06/16/2014 00:01,Y, , ,1, ,179210,1,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,6900,PENNSYLVANIA AVE,1, , ,1900,OLIVE,0,0
20-037458,2020-08,06/17/2020 09:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,411,N 8TH ST,35, , ,411,8TH,908132.3,1018345
20-036714,2020-08,06/17/2020 12:00,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,3909,VEST AVE,65, , ,3909,VEST,902740.7,1029457
20-026220,2020-08,06/17/2020 18:30, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,19, , , , ,0,0
20-026388,2020-08,06/18/2020 19:45,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5885,HIGHLAND AVE,50, ,@ALLEY,5885,HIGHLAND,883214.8,1035563
20-026480,2020-08,06/19/2020 01:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3500,WINNEBAGO ST,19, ,APT 326,3500,WINNEBAGO,0,0
20-027298,2020-08,06/19/2020 09:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5653,HILLER PL,76, , ,5647,HILLER,890781.8,1046997
20-037314,2020-08,06/19/2020 22:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1529,PRESERVATION PL,61, ,APT A,1529,PRESERVATION,906189.8,1022184
20-037758,2020-08,06/20/2020 10:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5353,RUSKIN AVE,71, , ,5353,RUSKIN,893855.3,1040747
20-038108,2020-08,06/20/2020 20:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4006,PECK ST,67, ,NUISANCE ABATEMENT PROPERTY,4006,PECK,901816.9,1030392
20-038068,2020-08,06/21/2020 02:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-035452,2020-08,06/21/2020 16:41,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5865,DR MARTIN LUTHER KING DR,50, , ,5865,DR MARTIN LUTHER KING,882621.7,1034022
20-027080,2020-08,06/22/2020 23:55,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S 14TH ST / I 64 EASTBOUND,36, , , , ,905139.5,1016091
20-038053,2020-08,06/23/2020 00:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,711,BIDDLE ST,62, ,NUISANCE ABATEMENT PROPERTY,711,BIDDLE,909174.2,1020603
20-027124,2020-08,06/23/2020 10:05,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N SKINKER BLVD / WESTMINSTER P,46, ,ROADWAY, , ,877326.3,1026906
20-037172,2020-08,06/25/2017 12:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5100,CLAXTON AVE,71, , ,5100,CLAXTON,0,0
20-034913,2020-08,06/25/2020 21:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4014,UNION BLVD,70, ,@NPD,4014,UNION,890074.4,1037079
20-038216,2020-08,06/26/2020 02:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,2817,NORWOOD AVE,52, , ,2817,NORWOOD,889108.1,1033319
20-039352,2020-08,06/26/2020 08:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4227,VIRGINIA AVE,16, , ,4227,VIRGINIA,894099.6,1000044
20-038672,2020-08,06/26/2020 10:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2926,CALIFORNIA AVE,30, , ,2926,CALIFORNIA,897914,1007991
20-039239,2020-08,06/26/2020 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5853,ROMAINE PL,78, , ,5853,ROMAINE,882126.4,1032823
20-036716,2020-08,06/26/2020 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,5905,RIVERVIEW BLVD,73, , ,5905,RIVERVIEW,892601.8,1047643
20-027756,2020-08,06/26/2020 19:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / N SARAH ST,38, , , , ,893761,1023949
20-036247,2020-08,06/26/2020 22:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3934,DUNNICA AVE,16, , ,3934,DUNNICA,890924.7,1003160
20-036247,2020-08,06/26/2020 22:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3934,DUNNICA AVE,16, , ,3934,DUNNICA,890924.7,1003160
20-028463,2020-08,06/28/2020 12:00,Y, , ,1, , 63601,1,"LARCENY-SHOPLIFT $500 - $24,999",4300,CHIPPEWA ST,5,JONNYS FOOD MART, , , ,887561.3,1003836
20-028087,2020-08,06/28/2020 17:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3408,WINNEBAGO ST,19, , ,3408,WINNEBAGO,894305.5,1003567
20-035828,2020-08,06/28/2020 22:38,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1407,N 9TH,62, ,NUISANCE ABATEMENT PROPERTY,919,n jfefferson,0,0
19-037686,2020-08,07/01/2019 11:30, , , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,2500,HAMILTON,50, , , , ,0,0
19-037686,2020-08,07/01/2019 11:30, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2500,HAMILTON,50, , , , ,0,0
20-034832,2020-08,07/01/2020 06:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,DUNNICA AVE / GUSTINE AVE,16, , , , ,891150.9,1003132
20-028597,2020-08,07/01/2020 11:36,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / HAMPTON AVE,4, , , , ,879097.3,994408.1
20-035960,2020-08,07/01/2020 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1404,UNION BLVD,51, , , , ,885972.8,1030497
20-035690,2020-08,07/01/2020 12:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,6316,AMELIA AVE,70, , ,6316,AMELIA,886969,1043409
20-034649,2020-08,07/01/2020 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,3,BEVERLY PL,49, , ,3,BEVERLY,883676.4,1026962
20-038900,2020-08,07/01/2020 13:00,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,5324,VIRGINIA AVE,1, , ,5324,VIRGINIA,893098.5,995140.6
20-028655,2020-08,07/01/2020 15:15,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
20-035493,2020-08,07/02/2020 08:00,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,2705,N SPRING AVE,59, , ,2705,SPRING,899134.8,1027539
20-039742,2020-08,07/02/2020 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3900,SHAW BLVD,27, , ,3900,SHAW,893060.2,1013147
20-032451,2020-08,07/02/2020 16:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5056,THRUSH AVE,72, , ,5056,THRUSH,891096.9,1042545
20-028895,2020-08,07/02/2020 18:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,1300,S GRAND BLVD,29, ,UNKNOWN,1300,GRAND,0,0
20-028875,2020-08,07/02/2020 20:35, , , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1120,VINSON,61, , ,1120,VINSON,0,0
20-028875,2020-08,07/02/2020 20:35, , , ,-1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1120,VINSON,61, , ,1120,VINSON,0,0
20-028967,2020-08,07/02/2020 22:00, , , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3446,NEBRASKA,19, , ,3446,NEBRASKA,0,0
20-028967,2020-08,07/02/2020 22:00, , , ,-1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3446,NEBRASKA,19, , ,3446,NEBRASKA,0,0
20-029015,2020-08,07/03/2020 10:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / INTERSTATE 7,70, , ,943,MAPLE,0,0
20-029012,2020-08,07/03/2020 17:30,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2903,CHIPPEWA ST,19, , ,2903,CHIPPEWA,896373.3,1002810
20-029027,2020-08,07/03/2020 19:13,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 6TH ST / WASHINGTON AVE,35, , , , ,908954.4,1018431
20-033374,2020-08,07/04/2020 00:01,Y, , ,1, ,179210,3,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,2000,ANN AVE,23, , ,2000,ANN,0,0
20-035639,2020-08,07/04/2020 02:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1501,WASHINGTON AVE,36, ,@ THE LAST HOTEL,1501,WASHINGTON,905761.7,1019418
20-029187,2020-08,07/04/2020 20:00,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5753,PAGE BLVD,78, , , , ,882231.1,1031802
20-029319,2020-08,07/05/2020 14:59,Y, , ,1, , 81000,5,ARSON-1ST DEGREE/SUCCESS,5824,SELBER CT,50, , ,5824,SELBER,884807.3,1037849
20-029365,2020-08,07/05/2020 21:04,Y, , ,1, ,263199,5,OBSTRUCT GOVRN OP-OTHR UNSPEC OBSTR JUST,0,LAKE AVE / WESTMINSTER PL,38, , , , ,885925.3,1025626
20-029717,2020-08,07/07/2020 21:34,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5863,SELBER CT,50, , ,5863,SELBER,884828.9,1038087
20-037551,2020-08,07/08/2020 10:54,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,3410,LOCUST ST,77,MOTOEUROPA, ,3410,LOCUST,897742.5,1020861
20-035181,2020-08,07/08/2020 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,6626,MINNESOTA AVE,1, , ,6626,MINNESOTA,891132.2,991095.6
20-029819,2020-08,07/08/2020 14:00,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1611,HODIAMONT AVE,50, , ,1611,HODIAMONT,881618.4,1035236
20-029888,2020-08,07/08/2020 22:48,Y, , ,1, , 31112,4,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,0,N 9TH ST / MARKET ST,35,CITY GARDEN, , , ,907531.8,1017164
20-034811,2020-08,07/09/2020 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5878,NOTTINGHAM AVE,8, , ,5878,NOTTINGHAM,878686,1002435
20-036296,2020-08,07/09/2020 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3663,POEPPING ST,1, , ,3663,POEPPING,885064.5,989639.4
20-035027,2020-08,07/09/2020 16:09,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,421,ANTELOPE,74, , ,421,ANALOPE,0,0
20-030065,2020-08,07/09/2020 21:36,Y, , ,1, , 42011,4,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,1200,MARKET ST,36, ,@CITY HALL,1200,MARKET,906055.1,1017127
19-064429,2020-08,07/10/1981 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,100,N EWING AVE,37, , ,100,EWING,0,0
20-030161,2020-08,07/10/2020 13:30,Y, , ,1, , 91123,3,SIMPLE ASSAULT-CHILD/NO INJURY,3239,S 9TH ST,21, , ,3322,9TH,902092.3,1005560
20-030233,2020-08,07/11/2020 01:36,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1432,MONROE ST,63, , ,1432,MONROE,906822.8,1024602
20-030545,2020-08,07/13/2020 00:41,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1820,MARKET ST,36, ,@HOTEL - UNION STATION DOUBLETREE,1820,MARKET,903731.7,1018016
20-034674,2020-08,07/13/2020 09:30,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15,ALDI, ,3865,GRAVOIS,891583.8,1004871
20-030726,2020-08,07/13/2020 13:00, , , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4018,HYDRAULIC,16, , ,4018,HYDRAULIC,0,0
20-030726,2020-08,07/13/2020 13:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4018,HYDRAULIC,16, , ,4018,HYDRAULIC,0,0
20-031369,2020-08,07/13/2020 16:00,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,3553,DELOR ST,16, , ,3553,DELOR,891611,997554.9
20-030751,2020-08,07/13/2020 23:40, , , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1245,WASHINGTON,36, , ,1245,WASHINGTON,0,0
20-030751,2020-08,07/13/2020 23:40, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1245,WASHINGTON,36, , ,1245,WASHINGTON,0,0
20-034522,2020-08,07/14/2020 08:00,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,7022,JANUARY AVE,6, , ,7022,JANUARY,879289.9,996763.1
20-038732,2020-08,07/14/2020 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4624,LANSDOWNE AVE,5, , ,4624,LANSDOWNE,885297.3,1002553
20-037536,2020-08,07/14/2020 19:03,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,421,ANTELOPE ST,74, , ,421,ANTELOPE,897800.7,1046275
20-030982,2020-08,07/15/2020 03:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1300,CHOUTEAU AVE,36, , , , ,0,0
20-030973,2020-08,07/15/2020 07:15,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5050,WABADA AVE,52, ,WELLS AND CLARA,5050,WABADA,888596.3,1032077
20-037396,2020-08,07/15/2020 09:00,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,2618,ACCOMAC ST,24, , ,2618,ACCOMAC,899352.9,1010785
20-032288,2020-08,07/15/2020 09:41,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,421,ANTELOPE ST,74, , ,421,ANTELOPE,897800.7,1046275
20-030989,2020-08,07/15/2020 09:48,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS/REAR PARKING LOT,4451,FOREST PARK,889537.3,1021388
20-035204,2020-08,07/15/2020 12:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1418,BROCK ST,43, , ,1418,BROCK,876812.9,1016767
20-037348,2020-08,07/15/2020 18:29,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4440,THOLOZAN AVE,15, , ,4440,THOLOZAN,886772.2,1004895
20-035469,2020-08,07/16/2020 00:01,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4014,UNION BLVD,70, , ,4014,UNION,890074.4,1037079
20-037344,2020-08,07/16/2020 05:33,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5307,GERALDINE AVE,71, , ,5307,GERALDINE,893285.4,1040747
20-033716,2020-08,07/16/2020 10:37,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,7901,CHURCH RD,74, , ,7901,CHURCH,896972.6,1046453
20-031201,2020-08,07/16/2020 11:47, , , ,-1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS, , ,69, , , , ,0,0
20-033906,2020-08,07/16/2020 12:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1114,LUCAS AVE,35, , ,1114,LUCAS,907340.6,1019121
20-031226,2020-08,07/16/2020 13:43,Y, , ,1, , 31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4439,MINNESOTA AVE,17, , ,4439,MINNESOTA,894876.6,998504.9
20-031227,2020-08,07/16/2020 14:04,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4515,MCMILLAN AVE,54, , ,4515,MCMILLAN,890940.5,1026838
20-034362,2020-08,07/16/2020 14:19,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5100,WELLS AVE,51, , ,5100,WELLS,887168.2,1030398
20-038698,2020-08,07/16/2020 17:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,5515,NEOSHO,0,0
20-032958,2020-08,07/16/2020 18:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,BROADWAY,35, , ,1,BROADWAY,0,0
20-035345,2020-08,07/17/2020 07:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CALIFORNIA AVE / JUNIATA ST,30, , , , ,897778.3,1007231
20-038687,2020-08,07/17/2020 09:00,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,1445,MARKET ST,36, , ,1445,MARKET,905595.6,1017724
20-031560,2020-08,07/17/2020 09:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",2505,N SARAH ST,57, ,APT B,2505,SARAH,896141.8,1028145
20-031380,2020-08,07/17/2020 11:50,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5750,NATURAL BRIDGE AVE,50, , , , ,885556.4,1038533
20-037509,2020-08,07/17/2020 12:01,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2233,WASHINGTON AVE,36,ENTERPRISE, ,2233,WASHINGTON,902599.4,1020249
20-036790,2020-08,07/17/2020 14:41,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,229,SCHIRMER ST,2, , ,229,SCHIRMER,888875.4,988255.9
20-038530,2020-08,07/17/2020 16:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2021,ALFRED AVE,13, , ,2021,ALFRED,888490.7,1012559
20-031430,2020-08,07/17/2020 17:25,Y, , ,1, ,263899,1,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,325,WALSH ST,17,MOUNT PLEASANT NEIGHBORHOOD, , , ,893922.1,995435.4
20-034660,2020-08,07/17/2020 17:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1023,SPRUCE ST,35, , ,1023,SPRUCE,906589.4,1016244
20-035717,2020-08,07/17/2020 17:51,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,421,ANTELOPE ST,74, , ,421,ANTELOPE,897800.7,1046275
20-031465,2020-08,07/17/2020 19:14,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,911,LOCUST ST,35, ,@STL PUBLIC SCHOOLS ADM,911,LOCUST,907782.4,1018354
20-031483,2020-08,07/17/2020 22:25,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",640,ROSEDALE AVE,48, , ,640,ROSEDALE,878579.6,1027817
20-034580,2020-08,07/18/2020 19:30,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,7927,CHURCH RD,74,ALLEY, ,7927,CHURCH,897008.9,1046597
20-031654,2020-08,07/18/2020 22:15,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",6001,W FLORISSANT AVE,73, , , , ,891175.6,1047253
20-031751,2020-08,07/19/2020 14:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4658,MICHIGAN AVE,17, , ,4658,MICHIGAN,894485.6,997001.8
20-032004,2020-08,07/20/2020 08:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1442,PEABODY CT,33, , ,1442,PEABODY,904206.2,1013767
20-031851,2020-08,07/20/2020 08:00,Y, , ,1, , 44015,5,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,5858,PLYMOUTH AVE,48, , ,5858,PLYMOUTH,880771.9,1031257
20-036488,2020-08,07/20/2020 12:00,Y, , ,1, , 91124,5,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",302,N KINGSHIGHWAY BLVD,38,STRAUBS, ,302,KINGSHIGHWAY,887599.1,1024036
20-031904,2020-08,07/20/2020 12:18,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,2161,E FAIR AVE,68, , ,2161,FAIR,899905.6,1034996
20-031998,2020-08,07/20/2020 20:58,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7411,VIRGINIA AVE,2, , ,7411,VIRGINIA,888610.2,989635
20-032003,2020-08,07/20/2020 21:19,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3709,CHIPPEWA ST,15, , ,3709,CHIPPEWA,892426.8,1003393
20-034459,2020-08,07/21/2020 10:00,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,8118,N BROADWAY,74, ,U-HAUL,8118,BROADWAY,897247,1047863
20-035199,2020-08,07/21/2020 11:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6035,CHIPPEWA ST,9, , ,6035,CHIPPEWA,878920.5,1005030
20-037606,2020-08,07/21/2020 12:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1716,S 13TH ST,33, , ,1716,13TH,903854.7,1012037
20-034341,2020-08,07/21/2020 12:20,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1300,CONVENTION PZ,36, , ,1300,CONVENTION,906779.9,1019635
20-032097,2020-08,07/21/2020 12:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / RUSSELL BLVD,21, , , , ,902500.3,1010617
20-032111,2020-08,07/21/2020 13:30,Y, , ,1, , 41016,4,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1022,JOSEPHINE BAKER,77, , ,1022,JOSEPHINE BAKER,0,0
20-038828,2020-08,07/22/2020 08:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,ALABAMA AVE / BATES ST,1, , , , ,891990.9,994974.4
20-036202,2020-08,07/22/2020 08:51,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,5417,DEWEY AVE,3, , ,5417,DEWEY,889805.3,997173.1
20-032251,2020-08,07/22/2020 09:18,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4466,GREENWICH CT,38, , ,4466,GREENWICH,889693.4,1023848
20-032258,2020-08,07/22/2020 09:33,Y, , ,1, , 32112,5,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,948,MAPLE PL,48, , ,948,MAPLE,879671.5,1029537
20-032355,2020-08,07/22/2020 11:52,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3851,PAGE BLVD,77, , ,3851,PAGE,896583.1,1025119
